,Age,Gender,Education Level,Job Title,Years of Experience,Salary
6262,37.0,Male,PhD,Marketing Manager,7.0,90000.0
2390,37.0,Female,Bachelor's Degree ,Full Stack Engineer,10.0,149217.0
261,37.0,Female,Bachelor's Degree ,Senior Financial Manager,10.0,120000.0
2681,37.0,Female,Bachelor's Degree ,Data Analyst,11.0,150000.0
6309,37.0,Female,Bachelor's Degree ,Marketing Manager,7.0,90000.0
1217,37.0,Female,Master's Degree ,Senior Software Engineer,9.0,155000.0
1403,37.0,Male,Master's Degree ,Senior Software Engineer,10.0,155000.0
3415,37.0,Female,Master's Degree ,Senior Human Resources Manager,9.0,105000.0
154,37.0,Female,Master's Degree ,Senior Marketing Analyst,9.0,95000.0
26,37.0,Female,Master's Degree ,Software Manager,11.0,110000.0
319,37.0,Male,Bachelor's Degree ,Senior Business Development Manager,10.0,120000.0
6010,37.0,Female,Bachelor's Degree ,Financial Analyst,12.0,160000.0
228,37.0,Male,Master's Degree ,Senior Software Architect,9.0,120000.0
6456,37.0,Male,Master's Degree ,Marketing Manager,11.0,110000.0
181,37.0,Male,Master's Degree ,Senior Business Analyst,9.0,105000.0
236,37.0,Female,Bachelor's Degree ,Senior Financial Analyst,9.0,100000.0
328,38.0,Female,Bachelor's Degree ,Senior Business Analyst,10.0,110000.0
2845,38.0,Male,Bachelor's Degree ,Front end Developer,11.0,136662.0
4490,38.0,Male,Bachelor's Degree ,Operations Manager,11.0,119000.0
1602,38.0,Male,Master's Degree ,Senior Software Engineer,10.0,155000.0
2635,38.0,Male,PhD,Software Engineer Manager,12.0,141735.0
3452,38.0,Male,Master's Degree ,Senior HR Generalist,8.0,95000.0
275,38.0,Female,Bachelor's Degree ,Senior Project Manager,9.0,120000.0
5388,38.0,Female,Master's Degree ,Marketing Manager,14.0,170000.0
6282,38.0,Male,Master's Degree ,Director of Marketing,9.0,95000.0
3650,38.0,Female,Master's Degree ,Marketing Manager,10.0,110000.0
3395,38.0,Male,Master's Degree ,Senior Human Resources Manager,11.0,110000.0
6580,38.0,Male,Master's Degree ,Marketing Manager,12.0,120000.0
6075,38.0,Male,Master's Degree ,Marketing Director,14.0,195000.0
3405,38.0,Male,Bachelor's Degree ,Senior HR Generalist,8.0,95000.0
1426,38.0,Female,Master's Degree ,Back end Developer,10.0,155000.0
2668,38.0,Male,PhD,Senior Data Scientist,13.0,170000.0
5139,38.0,Female,Master's Degree ,Marketing Director,14.0,170000.0
2858,38.0,Male,Bachelor's Degree ,Back end Developer,14.0,136449.0
5318,38.0,Male,Bachelor's Degree ,Product Manager,13.0,160000.0
302,38.0,Female,Bachelor's Degree ,Senior Operations Coordinator,9.0,120000.0
48,38.0,Male,PhD,Senior Scientist,11.0,120000.0
3552,38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0
1775,38.0,Male,Bachelor's Degree ,Software Engineer Manager,11.0,155000.0
2870,38.0,Male,Bachelor's Degree ,Front end Developer,11.0,136062.0
2833,38.0,Male,Bachelor's Degree ,Back end Developer,12.0,132442.0
65,38.0,Female,Master's Degree ,Digital Marketing Manager,10.0,90000.0
2811,38.0,Male,Master's Degree ,Full Stack Engineer,15.0,171652.0
9,38.0,Male,PhD,Senior Scientist,10.0,110000.0
2819,38.0,Female,PhD,Software Engineer Manager,15.0,145052.0
4708,38.0,Female,PhD,Senior Research Scientist,12.0,140000.0
3108,38.0,Male,Master's Degree ,Software Engineer Manager,16.0,154990.0
3119,38.0,Female,Bachelor's Degree ,Senior Project Engineer,13.0,131860.0
2532,38.0,Female,Master's Degree ,Senior Software Engineer,13.0,134858.0
242,38.0,Female,Bachelor's Degree ,Senior Product Manager,10.0,120000.0
3134,38.0,Male,Master's Degree ,Senior Software Engineer,15.0,148437.0
123,38.0,Male,Bachelor's Degree ,Customer Service Manager,11.0,80000.0
3765,38.0,Female,Master's Degree ,Marketing Manager,9.0,100000.0
6334,38.0,Female,Bachelor's Degree ,Financial Manager,10.0,100000.0
251,38.0,Male,Master's Degree ,Senior IT Consultant,9.0,110000.0
4016,38.0,Male,PhD,Data Scientist,12.0,130000.0
2565,38.0,Male,Master's Degree ,Full Stack Engineer,15.0,170995.0
2573,38.0,Female,PhD,Software Engineer Manager,15.0,144496.0
2587,38.0,Male,Bachelor's Degree ,Back end Developer,12.0,131960.0
2599,38.0,Male,Bachelor's Degree ,Front end Developer,11.0,136285.0
148,38.0,Female,Bachelor's Degree ,Senior Accountant,10.0,80000.0
3095,38.0,Male,Master's Degree ,Senior Software Engineer,14.0,147708.0
2258,38.0,Male,Bachelor's Degree ,Data Scientist,10.0,150000.0
178,38.0,Female,Bachelor's Degree ,Senior Human Resources Coordinator,10.0,80000.0
98,38.0,Female,Master's Degree ,Public Relations Manager,10.0,90000.0
1717,39.0,Female,Master's Degree ,Senior Software Engineer,11.0,160000.0
2526,39.0,Female,Master's Degree ,Senior Software Engineer,15.0,134641.0
2226,39.0,Female,Master's Degree ,Software Engineer Manager,12.0,160000.0
5703,39.0,Female,Bachelor's Degree ,Financial Manager,16.0,200000.0
322,39.0,Female,Bachelor's Degree ,Senior Project Manager,12.0,130000.0
2523,39.0,Male,Master's Degree ,Software Engineer Manager,14.0,142360.0
3695,39.0,Female,Master's Degree ,Marketing Manager,10.0,110000.0
4869,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0
5319,39.0,Female,Master's Degree ,Marketing Manager,14.0,170000.0
6134,39.0,Male,PhD,Research Scientist,14.0,185000.0
3809,39.0,Female,Master's Degree ,Human Resources Manager,11.0,120000.0
4079,39.0,Female,Master's Degree ,Marketing Coordinator,11.0,120000.0
3975,39.0,Female,Master's Degree ,Marketing Manager,11.0,120000.0
95,39.0,Female,Bachelor's Degree ,Training Specialist,12.0,65000.0
4574,39.0,Male,Master's Degree ,Senior HR Generalist,11.0,100000.0
5237,39.0,Female,Master's Degree ,Marketing Manager,12.0,150000.0
239,39.0,Male,Bachelor's Degree ,Senior Marketing Specialist,10.0,120000.0
3564,39.0,Male,Master's Degree ,Senior HR Generalist,9.0,95000.0
2196,39.0,Female,Master's Degree ,Software Engineer Manager,11.0,170000.0
135,39.0,Female,Bachelor's Degree ,Administrative Assistant,10.0,55000.0
3545,39.0,Male,Master's Degree ,Senior HR Generalist,10.0,105000.0
6351,39.0,Male,Bachelor's Degree ,Sales Manager,11.0,110000.0
2615,39.0,Female,PhD,Software Engineer Manager,13.0,143814.0
6293,39.0,Female,Master's Degree ,Director of Marketing,10.0,100000.0
207,39.0,Female,Bachelor's Degree ,Senior Operations Manager,10.0,120000.0
190,39.0,Female,Bachelor's Degree ,Senior Account Executive,12.0,95000.0
17,39.0,Male,PhD,Senior Engineer,12.0,115000.0
6463,39.0,Female,Bachelor's Degree ,Financial Manager,10.0,100000.0
33,39.0,Female,Bachelor's Degree ,Marketing Specialist,10.0,65000.0
160,39.0,Female,Bachelor's Degree ,Senior Sales Representative,12.0,90000.0
5647,39.0,Female,Bachelor's Degree ,Financial Manager,16.0,210000.0
5640,39.0,Female,Bachelor's Degree ,Financial Manager,15.0,200000.0
3398,39.0,Female,PhD,Director of HR,13.0,130000.0
4269,39.0,Male,Bachelor's Degree ,Operations Manager,13.0,127000.0
71,39.0,Female,Bachelor's Degree ,Recruiter,11.0,70000.0
269,39.0,Female,Bachelor's Degree ,Senior Marketing Coordinator,9.0,110000.0
4522,39.0,Male,Master's Degree ,Director of HR,12.0,120000.0
104,39.0,Female,Master's Degree ,Senior Project Coordinator,13.0,80000.0
6326,39.0,Male,Bachelor's Degree ,Sales Director,10.0,100000.0
2609,39.0,Female,Master's Degree ,Senior Software Engineer,14.0,135853.0
6276,39.0,Male,PhD,Marketing Manager,10.0,100000.0
331,40.0,Male,Bachelor's Degree ,Senior Financial Analyst,12.0,130000.0
6132,40.0,Female,Bachelor's Degree ,Financial Manager,16.0,215000.0
2835,40.0,Male,Master's Degree ,Software Engineer Manager,16.0,150301.0
4174,40.0,Female,Master's Degree ,Marketing Coordinator,12.0,122000.0
3669,40.0,Female,Master's Degree ,Human Resources Manager,11.0,120000.0
4082,40.0,Male,PhD,Data Scientist,15.0,150000.0
6284,40.0,Male,PhD,Sales Director,14.0,140000.0
1745,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
3979,40.0,Female,Master's Degree ,Human Resources Manager,12.0,130000.0
87,40.0,Female,Bachelor's Degree ,HR Generalist,15.0,80000.0
116,40.0,Female,Bachelor's Degree ,Office Manager,15.0,65000.0
3004,40.0,Male,Master's Degree ,Software Engineer Manager,17.0,151670.0
166,40.0,Female,Bachelor's Degree ,Senior Account Manager,14.0,110000.0
4533,40.0,Female,PhD,Director of HR,13.0,125000.0
2589,40.0,Male,Master's Degree ,Software Engineer Manager,16.0,149748.0
225,40.0,Female,Bachelor's Degree ,Senior Marketing Manager,11.0,105000.0
219,40.0,Female,Bachelor's Degree ,Senior Sales Representative,12.0,100000.0
1620,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0
2506,40.0,Female,Master's Degree ,Senior Software Engineer,16.0,138032.0
946,40.0,Male,Bachelor's Degree ,Software Engineer,12.0,195000.0
6587,40.0,Female,Bachelor's Degree ,Financial Manager,11.0,110000.0
132,40.0,Female,Master's Degree ,Senior Training Specialist,12.0,100000.0
296,40.0,Female,Bachelor's Degree ,Senior Marketing Manager,12.0,130000.0
1892,40.0,Female,Master's Degree ,Software Engineer Manager,12.0,160000.0
52,40.0,Female,Bachelor's Degree ,Event Coordinator,12.0,60000.0
3424,40.0,Male,PhD,Director of HR,13.0,135000.0
62,40.0,Female,Bachelor's Degree ,HR Manager,12.0,80000.0
6027,40.0,Female,Bachelor's Degree ,Financial Manager,15.0,210000.0
13,40.0,Female,Master's Degree ,Project Manager,14.0,130000.0
194,40.0,Female,Master's Degree ,Senior Human Resources Specialist,13.0,120000.0
6419,41.0,Male,Bachelor's Degree ,Content Marketing Manager,12.0,120000.0
4271,41.0,Male,PhD,Data Scientist,15.0,155000.0
196,41.0,Female,Bachelor's Degree ,Senior Marketing Coordinator,11.0,90000.0
1651,41.0,Female,PhD,Software Engineer Manager,14.0,180000.0
24,41.0,Male,Master's Degree ,Financial Manager,13.0,140000.0
5407,41.0,Male,Master's Degree ,Senior Software Engineer,19.0,185000.0
6311,41.0,Female,Bachelor's Degree ,Content Marketing Manager,11.0,110000.0
2311,41.0,Female,PhD,Director of Data Science,16.0,200000.0
205,41.0,Female,PhD,Senior Marketing Director,17.0,160000.0
3862,41.0,Male,PhD,Data Scientist,13.0,140000.0
1212,41.0,Male,Master's Degree ,Senior Software Engineer,11.0,165000.0
6295,41.0,Female,Bachelor's Degree ,Sales Manager,8.0,80000.0
1228,41.0,Female,PhD,Software Engineer Manager,14.0,185000.0
1536,41.0,Female,PhD,Senior Project Engineer,11.0,165000.0
4434,41.0,Male,PhD,Data Scientist,15.0,157000.0
3420,41.0,Male,Master's Degree ,Senior HR Generalist,11.0,115000.0
2676,41.0,Male,PhD,Senior Data Scientist,16.0,190000.0
4104,41.0,Female,Master's Degree ,Human Resources Manager,13.0,140000.0
1443,41.0,Male,PhD,Senior Project Engineer,12.0,165000.0
2433,41.0,Female,PhD,Software Engineer Manager,13.0,138662.0
2444,41.0,Female,Bachelor's Degree ,Senior Project Engineer,20.0,151315.0
2463,41.0,Male,Master's Degree ,Front end Developer,13.0,127346.0
2631,41.0,Male,Master's Degree ,Senior Project Engineer,15.0,143705.0
367,41.0,Male,Bachelor's Degree ,Senior Product Manager,14.0,150000.0
108,41.0,Female,Master's Degree ,Senior Marketing Analyst,14.0,100000.0
248,41.0,Female,Bachelor's Degree ,Senior Project Coordinator,11.0,95000.0
1690,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
4328,41.0,Female,Master's Degree ,Marketing Coordinator,13.0,131000.0
6264,41.0,Male,Bachelor's Degree ,Financial Manager,12.0,120000.0
1270,41.0,Female,Master's Degree ,Senior Software Engineer,12.0,160000.0
1271,41.0,Male,PhD,Software Engineer Manager,12.0,175000.0
3132,41.0,Male,PhD,Software Engineer Manager,16.0,151310.0
81,41.0,Female,Master's Degree ,Data Analyst,13.0,80000.0
2207,41.0,Male,Master's Degree ,Software Engineer Manager,14.0,180000.0
1784,41.0,Male,Master's Degree ,Software Engineer Manager,13.0,170000.0
44,41.0,Male,Master's Degree ,Strategy Consultant,13.0,130000.0
141,41.0,Female,Master's Degree ,Senior Marketing Manager,13.0,110000.0
4141,41.0,Male,PhD,Data Scientist,13.0,138000.0
3772,41.0,Male,PhD,Data Scientist,12.0,130000.0
3147,41.0,Female,PhD,Senior Data Scientist,16.0,200000.0
955,41.0,Male,Bachelor's Degree ,Software Engineer,11.0,185000.0
164,41.0,Female,Master's Degree ,Senior Human Resources Manager,13.0,120000.0
6341,41.0,Male,Master's Degree ,Director of Marketing,12.0,120000.0
2658,41.0,Male,PhD,Data Scientist,15.0,190000.0
1238,41.0,Female,Master's Degree ,Senior Project Engineer,11.0,165000.0
3093,41.0,Male,PhD,Software Engineer Manager,15.0,148727.0
6471,41.0,Female,Master's Degree ,Director of Marketing,12.0,120000.0
6408,42.0,Female,Master's Degree ,Digital Marketing Manager,14.0,140000.0
6620,42.0,Male,Bachelor's Degree ,Content Marketing Manager,13.0,130000.0
1296,42.0,Male,PhD,Senior Project Engineer,14.0,175000.0
6634,42.0,Male,Bachelor's Degree ,Financial Manager,13.0,130000.0
6298,42.0,Male,Master's Degree ,Financial Manager,13.0,130000.0
6,42.0,Female,Master's Degree ,Product Manager,12.0,120000.0
120,42.0,Female,Bachelor's Degree ,Sales Manager,17.0,100000.0
1284,42.0,Male,PhD,Software Engineer Manager,14.0,180000.0
1399,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
1227,42.0,Female,Master's Degree ,Senior Project Engineer,11.0,170000.0
6366,42.0,Female,Master's Degree ,Sales Manager,13.0,130000.0
6458,42.0,Male,PhD,Content Marketing Manager,15.0,150000.0
952,42.0,Female,Bachelor's Degree ,Software Engineer,13.0,197000.0
6595,42.0,Female,Master's Degree ,Director of Marketing,13.0,130000.0
110,42.0,Female,Master's Degree ,Senior Graphic Designer,15.0,110000.0
223,42.0,Female,Master's Degree ,Senior Human Resources Manager,13.0,140000.0
6270,42.0,Male,Master's Degree ,Director of Marketing,13.0,130000.0
308,42.0,Female,Bachelor's Degree ,Senior Project Manager,12.0,120000.0
264,42.0,Male,Bachelor's Degree ,Senior Operations Manager,12.0,110000.0
74,42.0,Female,Master's Degree ,Creative Director,14.0,120000.0
146,42.0,Female,PhD,Senior Data Scientist,16.0,150000.0
234,42.0,Female,PhD,Senior Marketing Manager,13.0,140000.0
176,42.0,Female,PhD,Senior Marketing Manager,18.0,140000.0
37,42.0,Male,Master's Degree ,Project Engineer,14.0,115000.0
1222,42.0,Male,PhD,Full Stack Engineer,14.0,180000.0
2007,42.0,Male,Master's Degree ,Software Engineer Manager,13.0,170000.0
2266,42.0,Male,Master's Degree ,Product Manager,14.0,180000.0
3100,42.0,Male,Bachelor's Degree ,Back end Developer,16.0,137489.0
3110,42.0,Male,Master's Degree ,Senior Software Engineer,19.0,175684.0
2136,42.0,Male,Bachelor's Degree ,Software Engineer Manager,12.0,160000.0
3124,42.0,Male,Bachelor's Degree ,Back end Developer,18.0,150901.0
3612,42.0,Female,Master's Degree ,Director of HR,12.0,120000.0
4617,42.0,Female,Master's Degree ,Senior Human Resources Manager,13.0,125000.0
3897,42.0,Male,PhD,Data Scientist,14.0,140000.0
3555,42.0,Female,Master's Degree ,Director of HR,13.0,135000.0
4630,42.0,Male,PhD,Director of HR,14.0,130000.0
3055,42.0,Female,Master's Degree ,Full Stack Engineer,14.0,163978.0
2438,42.0,Female,Master's Degree ,Senior Software Engineer,16.0,138286.0
2431,42.0,Female,Bachelor's Degree ,Senior Software Engineer,18.0,148446.0
1653,42.0,Male,PhD,Senior Software Engineer,12.0,170000.0
3142,42.0,Male,PhD,Director of Data Science,12.0,170000.0
3707,42.0,Male,PhD,Data Scientist,13.0,140000.0
5186,42.0,Male,Master's Degree ,Senior Software Engineer,18.0,180000.0
1814,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
3647,42.0,Male,PhD,Data Scientist,12.0,130000.0
1771,42.0,Female,Master's Degree ,Software Engineer Manager,13.0,170000.0
2897,42.0,Male,Master's Degree ,Full Stack Engineer,19.0,177347.0
2601,42.0,Male,Master's Degree ,Full Stack Engineer,19.0,176643.0
2617,42.0,Female,Bachelor's Degree ,Senior Software Engineer,20.0,150534.0
4147,42.0,Male,PhD,Data Scientist,16.0,162000.0
3393,42.0,Male,PhD,Director of HR,16.0,140000.0
4526,42.0,Male,PhD,Senior Human Resources Manager,14.0,130000.0
4390,42.0,Female,Master's Degree ,Marketing Manager,16.0,137000.0
3408,42.0,Male,Master's Degree ,Web Developer,10.0,110000.0
2571,42.0,Female,Master's Degree ,Full Stack Engineer,14.0,163558.0
4595,42.0,Female,Master's Degree ,Senior HR Generalist,12.0,110000.0
2500,43.0,Male,High School,Senior Software Engineer,22.0,165919.0
4047,43.0,Male,PhD,Data Scientist,16.0,160000.0
4259,43.0,Female,Master's Degree ,Human Resources Manager,14.0,146000.0
2806,43.0,Male,Bachelor's Degree ,Senior Project Engineer,20.0,142421.0
1932,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
3089,43.0,Male,Bachelor's Degree ,Full Stack Engineer,19.0,152726.0
2801,43.0,Male,Master's Degree ,Full Stack Engineer,20.0,167924.0
371,43.0,Male,Master's Degree ,Director of Operations,19.0,170000.0
6345,43.0,Male,Master's Degree ,Content Marketing Manager,16.0,160000.0
2794,43.0,Female,PhD,Software Engineer Manager,19.0,156486.0
185,43.0,Male,Bachelor's Degree ,Senior IT Project Manager,14.0,130000.0
2469,43.0,Male,Master's Degree ,Senior Software Engineer,21.0,185119.0
365,43.0,Male,Master's Degree ,Director of Marketing,18.0,170000.0
2548,43.0,Female,PhD,Software Engineer Manager,19.0,155944.0
4237,43.0,Male,PhD,Data Scientist,16.0,162000.0
326,43.0,Female,PhD,Senior Data Scientist,15.0,150000.0
2508,43.0,Male,Master's Degree ,Full Stack Engineer,17.0,155414.0
6329,43.0,Female,Bachelor's Degree ,Marketing Manager,12.0,120000.0
1257,43.0,Female,Master's Degree ,Software Engineer Manager,11.0,160000.0
1249,43.0,Female,PhD,Senior Project Engineer,13.0,180000.0
2457,43.0,Male,Master's Degree ,Senior Software Engineer,21.0,187081.0
3114,43.0,Male,Bachelor's Degree ,Senior Project Engineer,20.0,162231.0
92,43.0,Male,Bachelor's Degree ,Supply Chain Manager,18.0,105000.0
2623,43.0,Male,Bachelor's Degree ,Senior Software Engineer,20.0,154281.0
2610,43.0,Male,Bachelor's Degree ,Full Stack Engineer,17.0,149198.0
2604,43.0,Female,Master's Degree ,Senior Software Engineer,19.0,152944.0
948,43.0,Male,Master's Degree ,Data Scientist,15.0,198000.0
152,43.0,Female,PhD,Senior Product Designer,18.0,140000.0
6466,43.0,Male,Bachelor's Degree ,Content Marketing Manager,14.0,140000.0
2619,43.0,Male,Master's Degree ,Full Stack Engineer,21.0,187951.0
139,43.0,Female,Master's Degree ,Senior Product Marketing Manager,14.0,120000.0
2560,43.0,Male,Bachelor's Degree ,Senior Project Engineer,20.0,143084.0
2555,43.0,Male,Master's Degree ,Full Stack Engineer,20.0,167207.0
231,43.0,Male,Bachelor's Degree ,Senior Project Manager,15.0,120000.0
4395,43.0,Male,PhD,Data Scientist,17.0,179000.0
173,43.0,Male,Bachelor's Degree ,Senior Project Manager,16.0,140000.0
2134,43.0,Male,PhD,Senior Project Engineer,15.0,180000.0
3128,43.0,Male,Bachelor's Degree ,Full Stack Engineer,18.0,152560.0
1329,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0
6582,43.0,Male,PhD,Content Marketing Manager,16.0,160000.0
6679,43.0,Female,Master's Degree ,Digital Marketing Manager,15.0,150000.0
5338,43.0,Male,Master's Degree ,Senior Software Engineer,19.0,185000.0
1723,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
3578,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
3417,43.0,Female,PhD,Director of HR,14.0,140000.0
1529,43.0,Female,Master's Degree ,Senior Software Engineer,12.0,170000.0
1332,43.0,Male,Master's Degree ,Senior Project Engineer,12.0,165000.0
57,43.0,Male,PhD,Senior Engineer,17.0,140000.0
1341,43.0,Male,PhD,Senior Software Engineer,12.0,170000.0
3641,43.0,Male,PhD,Data Scientist,15.0,150000.0
6665,43.0,Female,Master's Degree ,Sales Manager,14.0,140000.0
6289,43.0,Female,Bachelor's Degree ,Content Marketing Manager,12.0,120000.0
1400,43.0,Male,PhD,Senior Project Engineer,12.0,165000.0
28,43.0,Female,PhD,Senior Consultant,15.0,140000.0
4368,44.0,Female,Master's Degree ,Human Resources Manager,15.0,152000.0
1382,44.0,Male,Master's Degree ,Senior Project Engineer,11.0,170000.0
3566,44.0,Female,PhD,Director of HR,14.0,140000.0
4157,44.0,Male,PhD,Data Scientist,17.0,168000.0
3485,44.0,Female,PhD,Director of HR,13.0,135000.0
4361,44.0,Male,PhD,Data Scientist,18.0,182000.0
4489,44.0,Female,PhD,Data Scientist,18.0,183000.0
1677,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
6590,44.0,Male,Bachelor's Degree ,Content Marketing Manager,15.0,150000.0
297,44.0,Male,PhD,Senior Data Scientist,16.0,160000.0
1349,44.0,Female,Master's Degree ,Senior Project Engineer,12.0,170000.0
155,44.0,Male,Bachelor's Degree ,Senior IT Support Specialist,14.0,110000.0
285,44.0,Female,PhD,Senior Product Designer,15.0,150000.0
3937,44.0,Male,PhD,Data Scientist,15.0,150000.0
2671,44.0,Male,PhD,Director of Data Science,18.0,210000.0
2198,44.0,Female,PhD,Senior Project Engineer,16.0,190000.0
2606,44.0,Male,Master's Degree ,Full Stack Engineer,21.0,168906.0
2425,44.0,Male,PhD,Software Engineer Manager,19.0,172955.0
1447,44.0,Female,Master's Degree ,Senior Software Engineer,11.0,170000.0
3065,44.0,Female,PhD,Software Engineer Manager,18.0,162454.0
2641,44.0,Female,PhD,Software Engineer Manager,18.0,157872.0
2254,44.0,Male,PhD,Senior Data Scientist,15.0,180000.0
3024,44.0,Male,Master's Degree ,Senior Software Engineer,18.0,152168.0
214,44.0,Male,Bachelor's Degree ,Senior Software Engineer,14.0,130000.0
2581,44.0,Female,PhD,Software Engineer Manager,18.0,161621.0
3657,44.0,Male,PhD,Data Scientist,16.0,160000.0
338,44.0,Female,PhD,Senior Business Analyst,15.0,150000.0
288,44.0,Male,Bachelor's Degree ,Senior Software Engineer,13.0,130000.0
267,44.0,Female,Master's Degree ,Senior HR Specialist,15.0,140000.0
344,44.0,Female,PhD,Senior Data Engineer,16.0,160000.0
1250,44.0,Female,Master's Degree ,Senior Software Engineer,12.0,170000.0
3428,44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0
105,44.0,Male,PhD,Chief Data Officer,16.0,220000.0
350,44.0,Female,PhD,Senior Data Scientist,16.0,160000.0
1898,44.0,Female,PhD,Senior Project Engineer,14.0,190000.0
4020,44.0,Male,Bachelor's Degree ,Operations Manager,18.0,170000.0
2540,44.0,Male,Master's Degree ,Senior Software Engineer,19.0,152203.0
6278,44.0,Male,Bachelor's Degree ,Content Marketing Manager,11.0,110000.0
124,44.0,Female,PhD,Senior Scientist,16.0,140000.0
202,44.0,Male,Bachelor's Degree ,Senior Sales Manager,16.0,130000.0
182,44.0,Female,PhD,Senior UX Designer,15.0,145000.0
15,44.0,Male,Bachelor's Degree ,Operations Manager,16.0,125000.0
1202,44.0,Male,PhD,Software Engineer Manager,18.0,190000.0
240,44.0,Female,PhD,Senior HR Manager,18.0,160000.0
1346,44.0,Male,PhD,Senior Project Engineer,12.0,170000.0
3507,45.0,Male,PhD,Director of HR,14.0,140000.0
197,45.0,Male,PhD,Senior Data Analyst,17.0,155000.0
2569,45.0,Female,Master's Degree ,Senior Software Engineer,23.0,174436.0
6403,45.0,Male,Master's Degree ,Marketing Manager,13.0,130000.0
3018,45.0,Male,Master's Degree ,Software Engineer Manager,19.0,163780.0
2590,45.0,Female,Bachelor's Degree ,Senior Project Engineer,22.0,171036.0
4507,45.0,Male,Master's Degree ,Marketing Manager,20.0,204000.0
211,45.0,Female,PhD,Senior Product Designer,15.0,150000.0
2597,45.0,Male,Master's Degree ,Senior Software Engineer,22.0,181902.0
3522,45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0
303,45.0,Male,PhD,Senior Data Engineer,16.0,150000.0
4356,45.0,Male,PhD,Data Scientist,19.0,190000.0
2987,45.0,Male,Master's Degree ,Senior Software Engineer,21.0,180367.0
2980,45.0,Female,Bachelor's Degree ,Senior Project Engineer,21.0,167015.0
237,45.0,Male,Master's Degree ,Senior Software Developer,16.0,140000.0
356,45.0,Female,PhD,Senior UX Designer,16.0,160000.0
2815,45.0,Female,Master's Degree ,Senior Software Engineer,23.0,174336.0
347,45.0,Male,Master's Degree ,Director of Engineering,19.0,180000.0
3431,45.0,Male,Master's Degree ,Director of HR,14.0,140000.0
2836,45.0,Female,Bachelor's Degree ,Senior Project Engineer,22.0,171468.0
2843,45.0,Male,Master's Degree ,Senior Software Engineer,22.0,182506.0
3450,45.0,Male,PhD,Director of HR,13.0,135000.0
320,45.0,Female,Master's Degree ,Senior Marketing Manager,16.0,160000.0
2,45.0,Male,PhD,Senior Manager,15.0,150000.0
6307,45.0,Female,PhD,Financial Manager,12.0,120000.0
3388,45.0,Female,Master's Degree ,Senior Human Resources Manager,18.0,160000.0
2650,45.0,Female,PhD,Software Engineer Manager,23.0,172925.0
4399,45.0,Female,PhD,Data Scientist,19.0,193000.0
6361,45.0,Male,Master's Degree ,Director of Marketing,14.0,140000.0
4145,45.0,Male,Bachelor's Degree ,Operations Manager,19.0,174000.0
294,45.0,Female,Master's Degree ,Senior HR Manager,14.0,140000.0
1819,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
72,45.0,Male,PhD,Research Director,16.0,190000.0
2045,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
127,45.0,Male,Bachelor's Degree ,Sales Operations Manager,18.0,110000.0
5001,45.0,Male,Bachelor's Degree ,Financial Manager,21.0,250000.0
3123,45.0,Female,Master's Degree ,Software Engineer Manager,22.0,183530.0
3107,45.0,Female,PhD,Senior Project Engineer,21.0,181285.0
6480,45.0,Male,Master's Degree ,Director of Marketing,15.0,150000.0
149,45.0,Male,Master's Degree ,Director of Sales,19.0,175000.0
3667,45.0,Male,PhD,Data Scientist,18.0,180000.0
1252,45.0,Male,PhD,Software Engineer Manager,15.0,185000.0
99,45.0,Male,Bachelor's Degree ,Operations Analyst,20.0,110000.0
1264,45.0,Male,PhD,Senior Software Engineer,13.0,185000.0
1324,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0
6261,45.0,Female,Master's Degree ,Sales Manager,8.0,80000.0
3098,45.0,Male,PhD,Software Engineer Manager,21.0,170226.0
3891,45.0,Male,PhD,Data Scientist,16.0,160000.0
47,45.0,Female,Master's Degree ,Director of Marketing,16.0,180000.0
6461,45.0,Female,Master's Degree ,Director of Marketing,16.0,160000.0
6618,46.0,Male,Master's Degree ,Marketing Manager,14.0,140000.0
3029,46.0,Male,Master's Degree ,Senior Software Engineer,20.0,174938.0
1292,46.0,Female,PhD,Software Engineer Manager,14.0,180000.0
2260,46.0,Female,PhD,Director of Data Science,20.0,220000.0
4265,46.0,Male,PhD,Data Scientist,18.0,180000.0
6632,46.0,Male,Master's Degree ,Director of Marketing,16.0,160000.0
1951,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
3413,46.0,Male,PhD,Director of HR,15.0,150000.0
2929,46.0,Female,Bachelor's Degree ,Back end Developer,19.0,150729.0
