,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Age Group
1084,50.0,Female,Master's Degree,Senior Software Engineer,23.0,183690.0,50-59
1085,41.0,Male,PhD,Software Engineer Manager,16.0,151310.0,40-49
1086,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,100358.0,20-29
1087,38.0,Male,Master's Degree,Senior Software Engineer,15.0,148437.0,30-39
1088,48.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,168691.0,40-49
1089,28.0,Male,Bachelor's Degree,Software Developer,1.0,50000.0,20-29
1090,32.0,Female,Master's Degree,Product Manager,5.0,100000.0,30-39
1091,26.0,Male,Bachelor's Degree,Software Engineer,2.0,60000.0,20-29
1092,33.0,Female,Master's Degree,Data Analyst,6.0,90000.0,30-39
1093,29.0,Male,Bachelor's Degree,Front End Developer,3.0,70000.0,20-29
1094,42.0,Male,PhD,Director of Data Science,12.0,170000.0,40-49
1095,36.0,Female,Master's Degree,Data Scientist,8.0,130000.0,30-39
1096,27.0,Male,Bachelor's Degree,Software Developer,1.0,50000.0,20-29
1097,34.0,Female,Master's Degree,Product Manager,7.0,120000.0,30-39
1098,29.0,Male,Bachelor's Degree,Software Engineer,4.0,80000.0,20-29
1099,41.0,Female,PhD,Senior Data Scientist,16.0,200000.0,40-49
1100,36.0,Male,PhD,Director of Data Science,12.0,170000.0,30-39
1101,30.0,Female,Bachelor's Degree,Software Engineer,4.0,80000.0,30-39
1102,28.0,Male,Master's Degree,Web Developer,5.0,80000.0,20-29
1103,30.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,60000.0,30-39
1104,25.0,Male,Bachelor's Degree,Junior Web Developer,2.0,50000.0,20-29
1105,45.0,Female,Master's Degree,Senior Human Resources Manager,18.0,160000.0,40-49
1106,33.0,Male,PhD,Director of HR,9.0,120000.0,30-39
1107,22.0,Female,High School,Junior HR Generalist,0.0,40000.0,20-29
1108,36.0,Male,Bachelor's Degree,Web Developer,10.0,100000.0,30-39
1109,29.0,Female,Master's Degree,Senior HR Generalist,4.0,75000.0,20-29
1110,42.0,Male,PhD,Director of HR,16.0,140000.0,40-49
1111,27.0,Female,Bachelor's Degree,Junior HR Coordinator,2.0,50000.0,20-29
1112,38.0,Male,Master's Degree,Senior Human Resources Manager,11.0,110000.0,30-39
1113,24.0,Female,Bachelor's Degree,Web Developer,1.0,45000.0,20-29
1114,31.0,Male,High School,Junior Web Developer,4.0,55000.0,30-39
1115,39.0,Female,PhD,Director of HR,13.0,130000.0,30-39
1116,26.0,Male,Bachelor's Degree,Junior HR Generalist,2.0,50000.0,20-29
1117,32.0,Female,Master's Degree,Senior HR Generalist,7.0,80000.0,30-39
1118,32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,30-39
1119,24.0,Female,High School,Junior HR Generalist,1.0,32000.0,20-29
1120,45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0,40-49
1121,29.0,Female,Master's Degree,Web Developer,4.0,65000.0,20-29
1122,38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0,30-39
1123,27.0,Female,Master's Degree,Director of HR,5.0,80000.0,20-29
1124,31.0,Female,High School,Junior HR Coordinator,3.0,38000.0,30-39
1125,42.0,Male,Master's Degree,Web Developer,10.0,110000.0,40-49
1126,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,20-29
1127,36.0,Male,Master's Degree,Senior HR Generalist,7.0,89000.0,30-39
1128,28.0,Male,High School,Junior HR Generalist,1.0,32000.0,20-29
1129,33.0,Female,Bachelor's Degree,Web Developer,5.0,70000.0,30-39
1130,46.0,Male,PhD,Director of HR,15.0,150000.0,40-49
1131,25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,20-29
1132,37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,105000.0,30-39
1133,30.0,Male,Master's Degree,Web Developer,4.0,65000.0,30-39
1134,43.0,Female,PhD,Director of HR,14.0,140000.0,40-49
1135,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,30-39
1136,26.0,Female,High School,Junior HR Generalist,2.0,35000.0,20-29
1137,41.0,Male,Master's Degree,Senior HR Generalist,11.0,115000.0,40-49
1138,29.0,Female,Master's Degree,Web Developer,5.0,70000.0,20-29
1139,35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0,30-39
1140,27.0,Female,High School,Junior HR Coordinator,1.0,30000.0,20-29
1141,40.0,Male,PhD,Director of HR,13.0,135000.0,40-49
1142,23.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,20-29
1143,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,30-39
1144,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,30-39
1145,44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0,40-49
1146,28.0,Male,Master's Degree,Web Developer,3.0,55000.0,20-29
1147,32.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,30-39
1148,45.0,Male,Master's Degree,Director of HR,14.0,140000.0,40-49
1149,26.0,Female,Bachelor's Degree,Web Developer,3.0,55000.0,20-29
1150,38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0,30-39
1151,27.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0,20-29
1152,33.0,Male,High School,Junior HR Coordinator,3.0,38000.0,30-39
1153,42.0,Female,Master's Degree,Director of HR,13.0,135000.0,40-49
1154,29.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,20-29
1155,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,30-39
1156,30.0,Male,High School,Junior HR Generalist,1.0,32000.0,30-39
1157,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,40-49
1158,34.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,30-39
1159,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,20-29
1160,37.0,Male,PhD,Director of HR,12.0,120000.0,30-39
1161,24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,20-29
1162,39.0,Male,Master's Degree,Senior HR Generalist,9.0,95000.0,30-39
1163,44.0,Female,PhD,Director of HR,14.0,140000.0,40-49
1164,28.0,Male,Bachelor's Degree,Web Developer,3.0,55000.0,20-29
1165,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,30-39
1166,45.0,Male,PhD,Director of HR,13.0,135000.0,40-49
1167,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,30-39
1168,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,20-29
1169,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,30-39
1170,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,40-49
1171,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,20-29
1172,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,30-39
1173,37.0,Male,PhD,Director of HR,11.0,115000.0,30-39
1174,24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,20-29
1175,44.0,Female,PhD,Director of HR,13.0,135000.0,40-49
1176,28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,20-29
1177,45.0,Male,PhD,Director of HR,14.0,140000.0,40-49
1178,28.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0,20-29
1179,37.0,Female,Master's Degree,Marketing Manager,9.0,100000.0,30-39
1180,43.0,Male,PhD,Data Scientist,15.0,150000.0,40-49
1181,31.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0,30-39
1182,24.0,Male,High School,Junior Sales Associate,1.0,30000.0,20-29
1183,29.0,Female,Master's Degree,Software Developer,5.0,70000.0,20-29
1184,35.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0,30-39
1185,26.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0,20-29
1186,42.0,Male,PhD,Data Scientist,12.0,130000.0,40-49
1187,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,30-39
1188,27.0,Male,High School,Junior Sales Associate,2.0,35000.0,20-29
1189,38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,30-39
1190,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,30-39
1191,45.0,Male,PhD,Data Scientist,18.0,180000.0,40-49
1192,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,20-29
1193,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,40-49
1194,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,30-39
1195,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,20-29
1196,44.0,Male,PhD,Data Scientist,16.0,160000.0,40-49
1197,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,20-29
1198,36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,30-39
1199,31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,30-39
1200,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,20-29
1201,42.0,Male,PhD,Data Scientist,13.0,140000.0,40-49
1202,28.0,Male,High School,Junior Sales Associate,2.0,35000.0,20-29
1203,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,30-39
1204,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,30-39
1205,27.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0,20-29
1206,38.0,Female,Master's Degree,Marketing Manager,9.0,100000.0,30-39
1207,44.0,Male,PhD,Data Scientist,15.0,150000.0,40-49
1208,30.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0,30-39
1209,23.0,Male,High School,Junior Sales Associate,1.0,30000.0,20-29
1210,28.0,Female,Master's Degree,Software Developer,5.0,70000.0,20-29
1211,34.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0,30-39
1212,25.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0,20-29
1213,41.0,Male,PhD,Data Scientist,12.0,130000.0,40-49
1214,33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,30-39
1215,26.0,Male,High School,Junior Sales Associate,2.0,35000.0,20-29
1216,37.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,30-39
1217,29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,20-29
1218,46.0,Male,PhD,Data Scientist,18.0,180000.0,40-49
1219,26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,20-29
1220,39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,30-39
1221,32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,30-39
1222,28.0,Female,High School,Junior Sales Associate,1.0,30000.0,20-29
1223,43.0,Male,PhD,Data Scientist,16.0,160000.0,40-49
1224,27.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,20-29
1225,35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,30-39
1226,30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,30-39
1227,26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,20-29
1228,41.0,Male,PhD,Data Scientist,13.0,140000.0,40-49
1229,24.0,Male,Bachelor's Degree,Software Engineer,2.0,55000.0,20-29
1230,32.0,Female,Master's Degree,Marketing Manager,7.0,90000.0,30-39
1231,45.0,Male,PhD,Data Scientist,16.0,160000.0,40-49
1232,28.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,60000.0,20-29
1233,22.0,Male,High School,Junior Sales Associate,1.0,25000.0,20-29
1234,36.0,Male,Bachelor's Degree,Operations Manager,8.0,100000.0,30-39
1235,27.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,45000.0,20-29
1236,42.0,Male,PhD,Data Scientist,14.0,140000.0,40-49
1237,25.0,Male,High School,Junior Sales Associate,2.0,30000.0,20-29
1238,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,30-39
1239,47.0,Male,PhD,Data Scientist,19.0,190000.0,40-49
1240,40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,40-49
1241,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,30-39
1242,29.0,Female,High School,Junior Sales Associate,1.0,25000.0,20-29
1243,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,20-29
1244,36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,30-39
1245,31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,30-39
1246,26.0,Male,High School,Junior Sales Associate,2.0,30000.0,20-29
1247,31.0,Male,Bachelor's Degree,Software Engineer,5.0,80000.0,30-39
1248,27.0,Female,Master's Degree,Marketing Manager,3.0,60000.0,20-29
1249,38.0,Male,PhD,Data Scientist,12.0,130000.0,30-39
1250,29.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,45000.0,20-29
1251,23.0,Male,High School,Junior Sales Associate,1.0,25000.0,20-29
1252,32.0,Female,Master's Degree,Software Developer,7.0,90000.0,30-39
1253,44.0,Male,Bachelor's Degree,Operations Manager,18.0,170000.0,40-49
1254,26.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,40000.0,20-29
1255,40.0,Male,PhD,Data Scientist,15.0,150000.0,40-49
1256,33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,30-39
1257,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,20-29
1258,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,30-39
1259,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,20-29
1260,49.0,Male,PhD,Data Scientist,22.0,220000.0,40-49
1261,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,20-29
1262,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,40-49
1263,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,30-39
1264,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,20-29
1265,29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,20-29
1266,39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,30-39
1267,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,30-39
1268,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,20-29
1269,34.0,Male,Bachelor's Degree,Software Engineer,6.0,85000.0,30-39
1270,31.0,Female,Master's Degree,Marketing Manager,4.0,62000.0,30-39
1271,41.0,Male,PhD,Data Scientist,13.0,138000.0,40-49
1272,27.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0,20-29
1273,25.0,Male,High School,Junior Sales Associate,1.0,26000.0,20-29
1274,33.0,Female,Master's Degree,Software Developer,8.0,95000.0,30-39
1275,45.0,Male,Bachelor's Degree,Operations Manager,19.0,174000.0,40-49
1276,28.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,41000.0,20-29
1277,42.0,Male,PhD,Data Scientist,16.0,162000.0,40-49
1278,34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,30-39
1279,23.0,Male,High School,Junior Sales Associate,1.0,26000.0,20-29
1280,36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,30-39
1281,30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,30-39
1282,50.0,Male,PhD,Data Scientist,23.0,225000.0,50-59
1283,27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,20-29
1284,43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,40-49
1285,37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,30-39
1286,29.0,Female,High School,Junior Sales Associate,1.0,26000.0,20-29
1287,44.0,Male,PhD,Data Scientist,17.0,168000.0,40-49
1288,30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,30-39
1289,40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,40-49
1290,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,30-39
1291,29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,20-29
1292,43.0,Male,PhD,Data Scientist,16.0,162000.0,40-49
1293,32.0,Female,Master's Degree,Software Developer,8.0,95000.0,30-39
1294,24.0,Male,High School,Junior Sales Associate,1.0,26000.0,20-29
1295,31.0,Female,Master's Degree,Marketing Manager,5.0,68000.0,30-39
1296,39.0,Male,Bachelor's Degree,Operations Manager,13.0,127000.0,30-39
1297,25.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0,20-29
1298,41.0,Male,PhD,Data Scientist,15.0,155000.0,40-49
1299,35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,30-39
1300,26.0,Male,High School,Junior Sales Associate,1.0,26000.0,20-29
1301,37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0,30-39
1302,29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0,20-29
1303,51.0,Male,PhD,Data Scientist,24.0,240000.0,50-59
1304,28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,20-29
1305,44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0,40-49
1306,38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,30-39
1307,30.0,Female,High School,Junior Sales Associate,1.0,26000.0,30-39
1308,45.0,Male,PhD,Data Scientist,19.0,190000.0,40-49
1309,31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,30-39
1310,41.0,Female,Master's Degree,Marketing Coordinator,13.0,131000.0,40-49
1311,34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0,30-39
1312,30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,30-39
1313,44.0,Male,PhD,Data Scientist,18.0,182000.0,40-49
1314,27.0,Male,Bachelor's Degree,Software Developer,3.0,62000.0,20-29
1315,42.0,Female,Master's Degree,Marketing Manager,16.0,137000.0,40-49
1316,35.0,Male,PhD,Data Scientist,9.0,112000.0,30-39
1317,33.0,Male,High School,Junior Sales Associate,1.0,25000.0,30-39
1318,36.0,Female,Bachelor's Degree,Operations Manager,7.0,91000.0,30-39
1319,43.0,Male,PhD,Data Scientist,17.0,179000.0,40-49
1320,31.0,Female,Bachelor's Degree,Software Engineer,5.0,74000.0,30-39
1321,49.0,Male,Master's Degree,Marketing Manager,23.0,228000.0,40-49
1322,28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,37000.0,20-29
1323,45.0,Female,PhD,Data Scientist,19.0,193000.0,40-49
1324,30.0,Female,High School,Junior Sales Associate,1.0,25000.0,30-39
1325,45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0,40-49
1326,27.0,Female,Bachelor's Degree,Software Developer,3.0,61000.0,20-29
1327,41.0,Male,PhD,Data Scientist,15.0,157000.0,40-49
1328,35.0,Female,Master's Degree,Human Resources Manager,8.0,92000.0,30-39
1329,26.0,Male,Bachelor's Degree,Software Engineer,1.0,52000.0,20-29
1330,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,58000.0,30-39
1331,48.0,Male,PhD,Data Scientist,22.0,219000.0,40-49
1332,32.0,Female,Master's Degree,Marketing Manager,6.0,77000.0,30-39
1333,34.0,Male,Bachelor's Degree,Operations Manager,8.0,104000.0,30-39
1334,31.0,Female,High School,Junior Sales Associate,1.0,25000.0,30-39
1335,44.0,Female,PhD,Data Scientist,18.0,183000.0,40-49
1336,31.0,Female,Master's Degree,Director of HR,6.0,95000.0,30-39
1337,28.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,20-29
1338,29.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0,20-29
1339,35.0,Male,PhD,Senior Human Resources Manager,10.0,110000.0,30-39
1340,26.0,Female,High School,Web Developer,1.0,35000.0,20-29
1341,32.0,Male,Bachelor's Degree,Junior HR Generalist,5.0,60000.0,30-39
1342,27.0,Female,Master's Degree,Web Developer,2.0,50000.0,20-29
1343,39.0,Male,Master's Degree,Director of HR,12.0,120000.0,30-39
1344,23.0,Female,Bachelor's Degree,Junior HR Generalist,1.0,32000.0,20-29
1345,30.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,30-39
1346,26.0,Female,Bachelor's Degree,Junior HR Coordinator,1.0,35000.0,20-29
1347,42.0,Male,PhD,Senior Human Resources Manager,14.0,130000.0,40-49
1348,34.0,Female,Master's Degree,Director of HR,9.0,95000.0,30-39
1349,28.0,Male,High School,Juniour HR Generalist,2.0,43000.0,20-29
1350,31.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,50000.0,30-39
1351,29.0,Male,Bachelor's Degree,Web Developer,3.0,60000.0,20-29
1352,35.0,Female,Master's Degree,Senior HR Generalist,8.0,80000.0,30-39
1353,26.0,Male,Master's Degree,Junior Web Developer,2.0,48000.0,20-29
1354,40.0,Female,PhD,Director of HR,13.0,125000.0,40-49
1355,34.0,Male,Bachelor's Degree,Web Developer,7.0,85000.0,30-39
1356,26.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0,20-29
1357,29.0,Male,Master's Degree,Senior HR Generalist,4.0,70000.0,20-29
1358,25.0,Female,High School,Juniour HR Coordinator,1.0,32000.0,20-29
1359,33.0,Male,Master's Degree,Web Developer,6.0,80000.0,30-39
1360,27.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0,20-29
1361,31.0,Male,PhD,Senior Human Resources Manager,7.0,90000.0,30-39
1362,24.0,Male,Bachelor's Degree,Junior Web Developer,1.0,40000.0,20-29
1363,42.0,Female,Master's Degree,Senior HR Generalist,12.0,110000.0,40-49
1364,34.0,Male,Master's Degree,Director of HR,10.0,105000.0,30-39
1365,28.0,Female,Bachelor's Degree,Junior HR Generalist,3.0,50000.0,20-29
1366,33.0,Male,PhD,Director of HR,8.0,95000.0,30-39
1367,29.0,Female,Bachelor's Degree,Web Developer,3.0,60000.0,20-29
1368,25.0,Male,High School,Junior HR Generalist,2.0,40000.0,20-29
1369,26.0,Female,Master's Degree,Senior HR Generalist,2.0,55000.0,20-29
1370,30.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,30-39
1371,24.0,Female,High School,Juniour HR Coordinator,1.0,32000.0,20-29
1372,31.0,Male,Master's Degree,Director of HR,7.0,90000.0,30-39
1373,27.0,Female,Bachelor's Degree,Web Developer,2.0,50000.0,20-29
1374,26.0,Female,Bachelor's Degree,Junior HR Generalist,1.0,32000.0,20-29
1375,32.0,Male,Master's Degree,Web Developer,6.0,80000.0,30-39
1376,25.0,Male,High School,Web Developer,2.0,45000.0,20-29
1377,33.0,Female,Bachelor's Degree,Junior HR Generalist,7.0,65000.0,30-39
1378,27.0,Male,Master's Degree,Web Developer,2.0,50000.0,20-29
1379,28.0,Female,Bachelor's Degree,Junior HR Coordinator,3.0,45000.0,20-29
1380,34.0,Male,PhD,Director of HR,9.0,95000.0,30-39
1381,30.0,Female,Bachelor's Degree,Web Developer,4.0,65000.0,30-39
1382,26.0,Male,Bachelor's Degree,Junior HR Coordinator,2.0,38000.0,20-29
1383,42.0,Female,Master's Degree,Senior Human Resources Manager,13.0,125000.0,40-49
1384,34.0,Male,Master's Degree,Web Developer,8.0,90000.0,30-39
1385,28.0,Female,High School,Juniour HR Generalist,2.0,43000.0,20-29
1386,31.0,Male,Bachelor's Degree,Junior HR Generalist,5.0,60000.0,30-39
1387,29.0,Female,Master's Degree,Web Developer,3.0,60000.0,20-29
1388,26.0,Female,Bachelor's Degree,Web Developer,1.0,35000.0,20-29
1389,32.0,Male,Master's Degree,Director of HR,6.0,95000.0,30-39
1390,27.0,Female,Master's Degree,Junior HR Generalist,2.0,42000.0,20-29
1391,39.0,Male,Master's Degree,Senior HR Generalist,11.0,100000.0,30-39
1392,23.0,Female,Bachelor's Degree,Junior HR Coordinator,1.0,32000.0,20-29
1393,42.0,Male,PhD,Director of HR,14.0,130000.0,40-49
1394,28.0,Male,High School,Junior Web Developer,2.0,43000.0,20-29
1395,25.0,Female,High School,Junior HR Coordinator,1.0,32000.0,20-29
1396,31.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,500.0,30-39
1397,27.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0,20-29
1398,33.0,Male,Master's Degree,Senior Data Scientist,8.0,120000.0,30-39
1399,29.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,55000.0,20-29
1400,31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0,30-39
1401,38.0,Female,PhD,Senior Research Scientist,12.0,140000.0,30-39
1402,25.0,Male,High School,Junior Sales Associate,1.0,30000.0,20-29
1403,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0,30-39
1404,27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0,20-29
1405,29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0,20-29
1406,35.0,Male,PhD,Senior Research Scientist,10.0,130000.0,30-39
1407,26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0,20-29
1408,28.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,20-29
1409,36.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,30-39
1410,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,30-39
1411,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,30-39
1412,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,30-39
1413,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,20-29
1414,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,30-39
1415,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,20-29
1416,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,30-39
1417,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,30-39
1418,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,20-29
1419,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,30-39
1420,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,20-29
1421,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,20-29
1422,34.0,Male,PhD,Director of Marketing,12.0,170000.0,30-39
1423,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,30-39
1424,24.0,Female,High School,Sales Associate,1.0,30000.0,20-29
1425,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,20-29
1426,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,20-29
1427,33.0,Male,PhD,Sales Director,10.0,155000.0,30-39
1428,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,20-29
1429,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,30-39
1430,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,20-29
1431,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,30-39
1432,28.0,Female,PhD,Director of Marketing,6.0,105000.0,20-29
1433,22.0,Female,High School,Sales Associate,0.0,25000.0,20-29
1434,45.0,Male,Bachelor's Degree,Financial Manager,21.0,250000.0,40-49
1435,31.0,Female,Master's Degree,Content Marketing Manager,8.0,120000.0,30-39
1436,28.0,Male,Bachelor's Degree,Digital Marketing Manager,4.0,80000.0,20-29
1437,29.0,Male,Bachelor's Degree,Senior Product Marketing Manager,6.0,100000.0,20-29
1438,35.0,Female,PhD,Director of Marketing,12.0,170000.0,30-39
1439,27.0,Male,High School,Sales Representative,3.0,50000.0,20-29
1440,33.0,Female,Bachelor's Degree,Marketing Manager,9.0,140000.0,30-39
1441,25.0,Female,Bachelor's Degree,Marketing Manager,2.0,55000.0,20-29
1442,29.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,20-29
1443,23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,20-29
1444,39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,30-39
1445,28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,20-29
